Cluster Assignment
108
50
188
28
168
99
3
166
168
126
114
31
99
50
47
36
101
4
167
160
24
140
133
2
41
168
166
187
136
174
50
11
187
9
3
36
161
3
181
161
187
168
198
99
83
95
31
108
161
49
174
2
168
17
19
106
36
160
174
47
28
182
161
187
136
28
168
99
47
6
181
2
17
182
101
2
41
47
168
174
99
101
136
106
10
114
106
133
170
136
51
167
106
181
182
36
136
108
136
164
101
198
95
56
17
166
167
174
77
2
164
16
164
77
9
168
187
14
77
95
49
17
28
51
133
7
83
114
51
95
16
4
8
19
14
168
51
17
28
31
47
181
168
24
50
49
168
1
56
101
3
51
140
14
47
20
20
114
18
126
2
198
3
15
126
10
8
181
2
114
9
12
7
17
133
182
11
136
30
188
50
77
6
77
101
133
198
137
137
164
36
136
182
187
28
187
164
168
17
36
114
3
109
9
9
198
161
137
83
106
167
181
198
50
7
28
1
187
14
161
28
137
133
20
18
7
3
174
182
50
161
24
47
9
9
2
20
133
160
51
101
14
160
12
7
137
31
136
36
109
137
19
187
166
174
47
160
160
126
188
167
181
160
136
1
161
164
18
164
41
166
17
99
83
160
166
3
3
17
3
164
136
8
133
187
164
20
49
36
170
83
16
56
17
174
106
106
77
14
20
187
114
83
101
18
36
2
47
36
136
164
168
181
10
188
166
50
24
168
181
99
51
3
181
36
77
137
106
174
10
83
36
187
17
26
114
18
23
164
188
168
10
167
50
137
174
181
77
101
36
198
109
182
114
181
168
99
188
164
187
174
19
198
36
137
198
24
99
137
167
1
168
136
166
28
182
188
109
101
47
22
24
99
168
31
160
174
198
77
50
164
16
24
17
106
51
174
24
19
21
166
50
47
167
187
166
167
167
168
109
51
187
188
50
136
137
21
4
8
10
164
198
3
114
51
136
3
109
182
28
114
140
50
108
9
50
137
182
164
20
36
187
28
167
18
164
10
108
187
51
109
47
181
7
106
2
9
133
133
14
51
182
137
198
166
47
36
1
7
36
174
198
168
126
133
174
188
166
24
56
188
4
181
166
56
83
14
83
31
24
101
56
166
161
164
56
31
136
18
167
8
5
168
36
168
198
28
19
182
49
8
31
167
18
14
198
101
133
182
51
31
17
51
51
47
50
9
164
168
164
181
137
7
4
14
99
187
20
5
95
187
108
187
16
9
198
133
114
187
8
28
49
101
19
3
6
187
9
161
17
9
28
182
126
174
28
3
20
32
56
181
47
174
106
108
9
136
28
2
41
187
181
99
50
51
3
188
10
3
101
51
198
198
31
47
24
9
2
101
13
137
51
182
56
106
32
50
187
161
7
99
170
16
6
114
167
161
16
51
136
187
108
136
77
108
17
182
182
167
24
36
168
9
188
47
188
2
106
47
167
21
7
136
198
167
12
10
7
14
161
34
28
24
101
160
24
51
47
7
174
166
95
23
126
114
28
181
187
101
31
101
160
137
2
8
181
101
12
198
77
8
56
99
10
14
133
198
133
10
164
198
160
50
106
9
51
164
106
24
174
20
50
160
170
9
9
47
182
167
174
83
31
31
109
56
36
99
22
168
17
161
114
17
51
2
24
5
167
8
18
7
31
36
166
56
166
95
9
187
51
166
167
50
136
136
8
14
28
101
109
56
95
136
28
51
10
133
2
77
160
126
29
10
36
47
56
174
106
24
49
140
99
16
109
77
16
24
160
101
4
187
109
2
77
168
187
140
108
36
106
106
106
188
51
161
24
99
17
136
47
3
28
133
17
1
50
108
167
10
50
17
23
31
47
2
106
164
101
108
28
133
2
9
168
83
49
108
137
47
101
160
182
28
8
49
9
9
181
49
164
2
49
51
50
136
7
5
16
198
1
136
187
31
187
114
181
3
36
99
2
166
106
9
8
3
28
10
2
41
83
50
133
187
47
31
137
95
31
166
164
137
140
174
160
17
187
28
31
168
11
181
182
41
95
1
24
31
99
198
1
187
18
114
95
56
108
24
9
16
140
182
56
161
167
181
8
17
51
140
198
101
10
10
3
50
14
19
161
83
36
10
114
106
126
17
83
95
181
140
47
187
164
174
168
164
99
24
137
136
167
1
47
133
161
36
8
167
187
170
31
108
11
51
41
168
19
36
24
16
187
167
19
136
198
108
8
47
17
49
140
198
99
47
8
164
164
140
14
11
167
170
168
6
9
174
182
164
133
99
1
106
182
36
16
47
101
50
23
136
50
182
51
166
160
3
7
28
198
77
106
51
22
166
166
99
50
106
182
10
166
99
182
198
198
174
166
1
47
167
174
95
24
160
47
47
36
77
9
99
12
3
2
166
161
3
182
56
164
31
108
187
126
174
10
181
16
14
20
2
160
114
22
166
160
56
8
168
198
133
181
198
56
136
14
198
136
95
77
166
109
170
28
188
114
137
137
166
181
114
50
126
16
41
164
198
198
1
187
3
182
47
32
108
51
164
187
164
137
126
114
170
181
166
109
56
160
32
136
109
51
182
126
136
17
167
3
181
51
7
181
36
160
136
14
2
50
114
50
161
170
133
182
106
18
50
2
51
7
136
187
1
99
14
36
136
47
101
20
16
114
14
36
170
126
101
49
168
41
182
28
16
28
168
41
181
198
168
41
164
187
198
106
36
51
16
3
140
187
56
136
109
161
9
181
16
5
198
160
166
20
106
109
17
167
32
99
101
101
14
160
49
106
182
95
160
133
36
108
99
50
2
49
140
108
2
3
164
188
181
140
126
49
47
187
164
56
137
114
136
24
24
13
133
32
31
17
51
7
198
99
133
187
77
198
8
187
9
133
6
198
164
170
28
14
95
9
167
114
28
136
51
99
50
41
51
17
17
198
181
10
17
170
7
36
168
188
198
136
108
182
188
47
187
50
51
140
8
168
12
167
77
50
136
7
108
77
126
14
160
7
9
6
47
31
182
36
108
198
182
187
188
168
181
198
170
182
17
160
168
2
3
15
137
14
1
114
41
3
49
160
101
14
170
137
28
14
106
101
24
182
161
4
188
18
34
188
140
3
181
83
3
8
10
95
22
3
170
7
36
31
181
7
164
198
56
167
14
12
16
133
50
2
106
28
109
51
198
8
95
31
160
31
168
167
49
20
161
137
95
51
108
133
174
83
114
2
181
99
77
36
198
51
31
188
31
50
83
164
101
24
14
1
9
47
47
16
16
166
187
164
182
168
32
9
187
182
77
136
7
187
2
1
198
12
28
101
41
187
174
106
164
164
28
164
95
108
9
16
77
8
133
99
167
1
50
28
47
109
95
136
161
160
12
126
47
133
101
187
101
166
101
3
174
83
160
167
95
167
99
187
174
168
174
137
167
160
174
133
166
174
17
101
24
170
106
187
28
36
114
167
24
9
106
137
10
99
21
7
24
101
3
51
137
47
161
19
114
168
47
109
4
174
24
50
3
188
140
167
95
101
17
17
36
133
41
6
50
137
101
50
101
47
41
3
1
168
36
49
137
188
198
167
47
164
11
51
24
160
49
198
101
187
166
106
14
164
8
49
99
167
133
1
160
17
106
187
101
137
161
160
12
101
187
3
2
167
133
14
1
18
99
168
2
106
101
108
181
106
77
99
174
114
14
47
198
17
99
160
3
99
9
166
56
28
168
166
136
108
50
108
99
77
114
16
51
160
188
114
101
24
83
17
174
167
51
3
28
198
167
174
181
106
16
137
101
56
51
168
164
2
95
27
168
108
50
7
31
198
164
49
187
9
50
133
198
36
16
182
4
164
50
187
36
109
137
109
32
14
14
17
136
77
106
18
168
14
49
14
182
168
167
5
160
101
5
161
3
108
49
168
140
106
1
20
161
11
22
160
9
3
168
14
7
9
17
36
133
136
167
181
8
51
164
101
24
99
140
49
182
16
49
161
114
24
10
136
28
36
187
83
50
77
166
31
49
136
188
95
166
137
9
101
9
198
181
77
101
133
187
14
140
126
31
101
1
182
166
41
36
170
187
108
136
161
166
17
99
28
188
167
77
168
99
114
50
170
167
14
114
106
174
28
99
12
168
174
13
181
101
108
101
101
168
106
166
28
167
181
140
160
166
137
182
2
99
188
198
137
95
136
30
3
28
56
18
36
114
101
8
174
56
160
99
31
22
161
109
14
3
51
28
47
181
160
7
164
168
31
164
3
7
3
160
20
26
101
114
56
161
108
114
83
114
15
2
160
106
137
56
166
174
101
182
188
47
168
109
14
174
106
56
188
1
99
168
7
109
182
114
14
51
187
174
188
83
10
198
170
51
28
182
36
99
14
50
160
166
109
168
49
3
188
41
170
51
77
5
188
140
188
83
34
161
170
47
1
174
198
99
174
160
15
50
14
47
137
136
6
31
198
182
160
166
182
164
114
198
101
160
3
99
126
36
101
198
36
167
198
19
4
8
95
136
198
10
182
140
198
9
187
95
28
41
198
161
50
136
83
140
9
83
7
187
17
160
114
3
168
101
99
182
14
114
36
182
10
168
56
108
168
198
41
106
5
166
2
166
168
161
34
187
56
2
188
9
77
77
7
188
77
10
161
56
9
99
95
168
136
49
114
137
95
109
51
36
181
6
1
181
6
83
187
108
167
36
170
11
17
8
36
56
168
168
13
9
164
114
7
36
2
18
24
161
14
136
136
140
14
24
14
14
133
99
10
56
101
2
95
9
99
49
106
3
164
14
19
31
188
108
166
5
8
101
8
51
83
101
31
101
133
198
164
99
16
2
8
36
164
47
140
34
17
51
181
24
24
137
23
167
10
136
198
114
24
137
198
187
106
47
28
95
109
106
95
137
47
198
12
10
50
170
187
28
126
187
182
24
182
31
160
188
41
167
14
161
198
22
126
77
49
31
187
167
17
187
181
12
114
136
133
137
114
136
187
160
198
187
77
16
181
83
133
108
51
108
106
5
83
12
188
95
166
198
6
24
1
4
47
10
13
47
164
31
16
198
83
166
101
181
1
182
2
95
49
51
170
31
164
12
198
182
36
167
13
106
17
56
109
3
2
101
14
174
36
47
188
181
28
28
99
14
7
14
33
187
17
164
182
136
174
174
17
109
83
181
14
126
16
83
136
50
47
23
109
106
166
6
140
136
17
95
126
101
47
168
161
95
24
49
108
17
187
41
99
109
133
166
187
161
99
187
9
41
101
137
198
41
83
170
187
95
51
160
9
164
14
182
49
6
28
14
17
161
181
108
50
187
167
9
168
137
160
168
114
47
50
12
29
182
56
36
12
136
8
181
17
106
41
106
77
31
187
168
28
181
168
168
187
47
161
2
47
108
56
166
24
24
95
188
109
3
47
164
13
187
83
188
99
168
49
47
56
3
50
10
49
3
7
188
99
174
51
22
47
187
31
77
101
166
198
99
161
83
182
133
95
95
9
1
114
41
164
109
47
47
109
17
133
1
31
24
83
101
50
174
41
9
3
99
181
14
187
14
99
10
164
95
187
95
99
198
8
49
168
41
31
167
168
160
114
126
137
56
50
164
182
14
187
182
160
168
166
164
8
83
77
31
133
49
187
77
140
2
108
77
99
161
106
1
14
7
166
28
28
106
6
198
187
114
23
8
50
95
28
51
198
188
24
99
56
36
8
83
49
14
140
164
41
99
99
49
164
108
9
101
188
77
24
181
187
187
8
160
168
56
182
24
137
83
168
49
83
83
187
17
187
187
136
198
50
32
18
164
9
106
106
126
101
164
164
181
1
77
140
164
166
24
28
114
160
18
99
9
99
170
114
164
166
101
83
14
1
108
187
161
12
188
16
160
1
14
126
77
108
133
47
187
114
166
14
9
161
49
50
164
2
26
2
170
24
2
12
7
18
2
126
3
160
47
51
164
6
167
17
5
24
108
47
3
168
18
7
126
167
167
2
133
24
109
51
36
8
160
161
7
160
10
133
36
14
187
164
28
106
137
17
126
24
18
188
164
50
47
168
36
198
140
77
28
28
56
36
4
95
108
164
170
168
198
49
10
164
182
160
95
188
140
15
31
50
11
6
8
14
182
161
108
174
36
2
133
51
7
2
101
101
101
1
24
3
136
187
95
17
187
56
109
101
41
17
47
16
47
50
164
137
174
14
8
77
137
28
17
23
8
8
77
99
108
24
182
137
9
108
15
161
101
41
26
99
95
164
8
17
12
32
51
99
114
108
133
47
106
99
101
166
166
36
170
32
168
101
10
51
188
109
136
50
14
187
41
20
137
51
106
106
10
187
106
3
9
14
14
167
51
187
28
109
15
56
99
187
10
126
137
187
6
50
12
95
2
7
108
106
167
31
77
4
51
95
47
41
106
10
51
170
168
198
187
188
32
36
2
167
182
168
164
188
198
11
56
101
133
164
99
164
77
12
17
137
164
77
166
83
31
50
56
21
12
95
51
18
187
47
140
136
161
19
14
4
108
181
164
161
188
166
164
14
17
187
36
164
174
22
9
182
17
168
181
174
188
140
137
188
99
95
168
168
161
49
6
3
47
136
168
24
36
174
187
83
50
167
133
133
187
101
8
137
114
3
167
36
14
101
164
170
188
136
9
182
137
95
51
14
140
126
168
36
167
8
188
8
50
106
137
187
6
1
137
14
50
83
133
101
161
36
56
168
161
51
8
161
136
34
168
182
51
133
25
41
9
99
136
17
36
11
106
114
140
161
50
133
174
101
167
164
140
1
182
136
140
2
168
47
8
77
36
95
10
106
1
109
137
182
188
77
18
3
187
41
106
50
170
11
6
47
51
99
31
51
140
99
16
167
108
101
164
101
2
28
50
10
41
47
99
187
167
9
41
160
2
170
83
174
36
49
23
16
136
51
170
164
51
99
10
168
50
108
7
99
187
56
2
56
8
164
126
31
19
3
174
170
168
168
188
167
161
56
2
181
3
50
47
3
106
181
20
114
137
109
28
50
140
181
15
140
41
174
77
160
11
1
51
36
12
34
83
31
41
166
36
160
6
50
101
187
137
140
47
1
77
168
106
83
49
136
160
1
160
14
101
2
166
17
41
101
10
140
3
28
24
181
41
36
47
47
133
168
9
101
106
99
170
9
99
137
47
167
14
108
51
36
182
166
2
164
137
50
17
2
36
19
28
137
170
166
99
188
47
168
41
109
4
12
11
50
166
3
187
83
174
198
8
133
77
140
161
77
9
9
101
24
18
170
114
136
161
161
95
15
1
47
10
101
5
12
181
161
137
137
36
182
31
50
170
137
106
24
83
41
77
187
109
49
17
106
7
133
187
1
31
137
8
49
126
9
106
7
14
22
136
99
167
11
188
29
187
136
28
28
36
28
49
137
136
56
99
170
101
198
95
7
28
168
109
3
24
83
28
51
161
36
41
51
3
47
47
24
136
32
164
114
106
170
22
114
106
20
47
8
136
167
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
